zpid,street_address,city,zipcode,county,neighborhoodregion,listingurl,home_type,home_status,latitude,longitude,isincomerestricted,isundisclosedaddress,rentzestimate,gougingrule,tenpercentbaseprice,basepricedate,fair_market_rent,priceceiling,emergencypeakprice,peakpricedate,peakpriceincrease,currentprice,wasevergouged,peak_price_relative_to_fmr,current_price_relative_to_fmr
2081972143,18922 Bahama St,Northridge,91324,Los Angeles County,Northridge,https://www.zillow.com/homedetails/2081972143_zpid/,SingleFamily,FOR_RENT,34.233284,-118.54575,,FALSE,2282,tenpercent,2250,45601,2450,2475,2500,45672,0.111111111,2250,TRUE,1.020408163,0.918367347
20493920,9700 Oakmore Rd,Los Angeles,90035,Los Angeles County,Beverlywood,https://www.zillow.com/homedetails/20493920_zpid/,SingleFamily,FOR_RENT,34.047382,-118.398926,,FALSE,7861,fmr,0,,4270,6832,9000,45682,0,9000,TRUE,2.107728337,2.107728337
446243260,1233 N Genesee Ave #1,Los Angeles,90046,Los Angeles County,SoFo,https://www.zillow.com/homedetails/446243260_zpid/,Apartment,FOR_RENT,34.09386,-118.35836,,FALSE,,fmr,0,,3210,5136,6290,45682,0,6290,TRUE,1.959501558,1.959501558
20156797,20365 Via Galileo,Northridge,91326,Los Angeles County,Porter Ranch,https://www.zillow.com/homedetails/20156797_zpid/,SingleFamily,FOR_RENT,34.295887,-118.5777,,FALSE,7883,fmr,0,,5090,8144,9000,45708,0,9000,TRUE,1.768172888,1.768172888
2069506702,640 S Curson Ave #1401,Los Angeles,90036,Los Angeles County,Mid Wilshire,https://www.zillow.com/homedetails/2069506702_zpid/,Apartment,FOR_RENT,34.063694,-118.35446,,FALSE,2482,fmr,0,,3080,4928,5191,45681,0,5191,TRUE,1.68538961,1.68538961
145643083,4125 S Figueroa St APT 411,Los Angeles,90037,Los Angeles County,South Los Angeles,https://www.zillow.com/homedetails/145643083_zpid/,Apartment,FOR_RENT,34.00911,-118.28322,,FALSE,2718,fmr,0,,1810,2896,3500,45681,0,3500,TRUE,1.933701657,1.933701657
19922719,6949 Wilbur Ave,Reseda,91335,Los Angeles County,Reseda,https://www.zillow.com/homedetails/19922719_zpid/,SingleFamily,FOR_RENT,34.197044,-118.545265,,FALSE,3419,fmr,0,,3340,5344,5500,45708,0,5500,TRUE,1.646706587,1.646706587
20742312,2116 Lake Shore Ave,Los Angeles,90039,Los Angeles County,Echo Park,https://www.zillow.com/homedetails/20742312_zpid/,SingleFamily,FOR_RENT,34.091362,-118.25308,,FALSE,4357,fmr,0,,2780,4448,5500,45681,0,5500,TRUE,1.978417266,1.978417266
446257016,2418 Moreno Dr,Los Angeles,90039,Los Angeles County,Silver Lake,https://www.zillow.com/homedetails/446257016_zpid/,SingleFamily,FOR_RENT,34.104626,-118.26852,,FALSE,,fmr,0,,2780,4448,7000,45682,0,7000,TRUE,2.517985612,2.517985612
2066809147,7057 1/4 W Manchester Ave,Los Angeles,90045,Los Angeles County,Westchester,https://www.zillow.com/homedetails/2066809147_zpid/,SingleFamily,FOR_RENT,33.959965,-118.4156,,FALSE,2079,tenpercent,2400,45602,2850,2640,3200,45682,0.333333333,3200,TRUE,1.122807018,1.122807018
20797947,8308 Grand View Dr,Los Angeles,90046,Los Angeles County,Hollywood Hills,https://www.zillow.com/homedetails/20797947_zpid/,SingleFamily,FOR_RENT,34.103622,-118.37147,,FALSE,17500,tenpercent,22000,45619,4080,24200,27500,45681,0.25,27500,TRUE,6.740196078,6.740196078
20802155,7561 Devista Dr,Los Angeles,90046,Los Angeles County,Hollywood Hills,https://www.zillow.com/homedetails/20802155_zpid/,SingleFamily,FOR_RENT,34.118336,-118.36427,,FALSE,8049,fmr,0,,4520,7232,20000,45681,0,20000,TRUE,4.424778761,4.424778761
443149079,1327 N Laurel Ave APT 11,Los Angeles,90046,Los Angeles County,Center City,https://www.zillow.com/homedetails/443149079_zpid/,Apartment,FOR_RENT,34.095264,-118.36487,,FALSE,,tenpercent,4333,45650,4080,4766.3,5200,45682,0.200092315,5200,TRUE,1.274509804,1.274509804
443856016,10842 Memory Park Ave,Mission Hills,91345,Los Angeles County,Mission Hills,https://www.zillow.com/homedetails/443856016_zpid/,SingleFamily,FOR_RENT,34.266933,-118.46301,,FALSE,,fmr,0,,3580,5728,7000,45708,0,7000,TRUE,1.955307263,1.955307263
2102815881,8314 Beverly Blvd STE 204,Los Angeles,90048,Los Angeles County,Mid City West,https://www.zillow.com/homedetails/2102815881_zpid/,Condo,FOR_RENT,34.075794,-118.37066,,FALSE,4173,fmr,0,,2760,4416,6200,45681,0,6200,TRUE,2.246376812,2.246376812
19937474,5200 Topeka Dr,Tarzana,91356,Los Angeles County,Tarzana,https://www.zillow.com/homedetails/19937474_zpid/,SingleFamily,FOR_RENT,34.16488,-118.545746,,FALSE,7223,tenpercent,17950,45562,3440,19745,22950,45665,0.278551532,18950,TRUE,6.671511628,5.50872093
19935299,18366 Collins St UNIT B,Tarzana,91356,Los Angeles County,Tarzana,https://www.zillow.com/homedetails/19935299_zpid/,Townhouse,FOR_RENT,34.174187,-118.53239,,FALSE,4148,fmr,0,,2710,4336,5000,45709,0,5000,TRUE,1.84501845,1.84501845
19950427,18530 Wells Dr,Tarzana,91356,Los Angeles County,Tarzana,https://www.zillow.com/homedetails/19950427_zpid/,SingleFamily,FOR_RENT,34.16288,-118.536674,,FALSE,23500,fmr,0,,4393,7028.8,24950,45709,0,24950,TRUE,5.679490098,5.679490098
20456435,3498 Cabrillo Blvd,Los Angeles,90066,Los Angeles County,Mar Vista,https://www.zillow.com/homedetails/20456435_zpid/,SingleFamily,FOR_RENT,34.007988,-118.44347,,FALSE,7200,fmr,0,,3130,5008,12000,45681,0,12000,TRUE,3.833865815,3.833865815
2086283528,10000 Santa Monica Blvd UNIT 1606,Los Angeles,90067,Los Angeles County,Century City,https://www.zillow.com/homedetails/2086283528_zpid/,Apartment,FOR_RENT,34.06364,-118.41437,,FALSE,6755,fmr,0,,3940,6304,11500,45681,0,11500,TRUE,2.918781726,2.918781726
19891697,32174 Beachlake Ln,Westlake Village,91361,Los Angeles County,,https://www.zillow.com/homedetails/19891697_zpid/,Townhouse,FOR_RENT,34.14234,-118.82275,,FALSE,5271,fmr,0,,4500,7200,8000,45708,0,8000,TRUE,1.777777778,1.777777778
443187159,26707 Beartown Ln,Stevenson Ranch,91381,Los Angeles County,,https://www.zillow.com/homedetails/443187159_zpid/,SingleFamily,FOR_RENT,34.367916,-118.61288,,FALSE,,tenpercent,11000,45653,5819,12100,17600,45666,0.6,12100,TRUE,3.024574669,2.079395085
20015589,5507 Van Noord Ave,Van Nuys,91401,Los Angeles County,Sherman Oaks,https://www.zillow.com/homedetails/20015589_zpid/,SingleFamily,FOR_RENT,34.17053,-118.41516,,FALSE,6483,fmr,0,,3630,5808,7800,45709,0,7800,TRUE,2.148760331,2.148760331
20133904,9054 Willis Ave UNIT 31,Panorama City,91402,Los Angeles County,Panorama City,https://www.zillow.com/homedetails/20133904_zpid/,Apartment,FOR_RENT,34.234455,-118.45482,,FALSE,2878,tenpercent,2600,45376,2970,2860,2975,45709,0.144230769,2975,TRUE,1.001683502,1.001683502
19982175,15242 Morrison St,Sherman Oaks,91403,Los Angeles County,Sherman Oaks,https://www.zillow.com/homedetails/19982175_zpid/,SingleFamily,FOR_RENT,34.1601,-118.465454,,FALSE,4808,tenpercent,5695,45589,4350,6264.5,7000,45706,0.229148376,5450,TRUE,1.609195402,1.252873563
19953019,(Undisclosed Address),Van Nuys,91406,Los Angeles County,Lake Balboa,https://www.zillow.com/homedetails/19953019_zpid/,SingleFamily,FOR_RENT,,,,TRUE,4487,tenpercent,9100,45635,3330,10010,12950,45665,0.423076923,9250,TRUE,3.888888889,2.777777778
21322191,531 Esplanade APT 203,Redondo Beach,90277,Los Angeles County,,https://www.zillow.com/homedetails/21322191_zpid/,Apartment,FOR_RENT,33.835133,-118.38961,,FALSE,4836,tenpercent,4000,44870,3450,4400,4500,45681,0.125,4500,TRUE,1.304347826,1.304347826
19962420,15424 Vose St,Van Nuys,91406,Los Angeles County,Van Nuys,https://www.zillow.com/homedetails/19962420_zpid/,SingleFamily,FOR_RENT,34.19818,-118.46933,,FALSE,2685,tenpercent,5750,45656,2620,6325,7950,45665,0.382608696,6350,TRUE,3.034351145,2.423664122
19971447,6212 Peach Ave,Van Nuys,91411,Los Angeles County,Van Nuys,https://www.zillow.com/homedetails/19971447_zpid/,SingleFamily,FOR_RENT,34.1835,-118.46719,,FALSE,4845,fmr,0,,3480,5568,6000,45709,0,6000,TRUE,1.724137931,1.724137931
19986573,4431 Stern Ave,Sherman Oaks,91423,Los Angeles County,Sherman Oaks,https://www.zillow.com/homedetails/19986573_zpid/,SingleFamily,FOR_RENT,34.151276,-118.435814,,FALSE,7418,tenpercent,6900,45628,4520,7590,7900,45665,0.144927536,7500,TRUE,1.747787611,1.659292035
20386003,6505 Esplanade APT 1,Playa Del Rey,90293,Los Angeles County,Playa Del Rey,https://www.zillow.com/homedetails/20386003_zpid/,Condo,FOR_RENT,33.96154,-118.45058,,FALSE,7113,fmr,0,,3780,6048,7500,45682,0,7500,TRUE,1.984126984,1.984126984
446247472,1334 9th St #3,Santa Monica,90401,Los Angeles County,Downtown/Third Street Promenade,https://www.zillow.com/homedetails/446247472_zpid/,MultiFamily,FOR_RENT,34.02065,-118.49142,,FALSE,,fmr,0,,3910,6256,6495,45682,0,6495,TRUE,1.66112532,1.66112532
20473968,(Undisclosed Address),Santa Monica,90404,Los Angeles County,Mid-City,https://www.zillow.com/homedetails/20473968_zpid/,Apartment,FOR_RENT,,,,TRUE,2502,fmr,0,,2840,4544,5995,45682,0,5995,TRUE,2.110915493,2.110915493
19980319,4906 Rubio Ave,Encino,91436,Los Angeles County,Encino,https://www.zillow.com/homedetails/19980319_zpid/,SingleFamily,FOR_RENT,34.15961,-118.49419,,FALSE,8021,tenpercent,19500,45663,6382.5,21450,21500,45667,0.102564103,19000,TRUE,3.368585977,2.976889933
21063947,(Undisclosed Address),Bellflower,90706,Los Angeles County,,https://www.zillow.com/homedetails/21063947_zpid/,SingleFamily,FOR_RENT,,,,TRUE,3853,fmr,0,,3020,4832,9000,45682,0,9000,TRUE,2.98013245,2.98013245
2066711631,615 E Carson St #931DD89BB,Carson,90745,Los Angeles County,,https://www.zillow.com/homedetails/2066711631_zpid/,Apartment,FOR_RENT,33.832222,-118.26544,TRUE,FALSE,2265,tenpercent,2250,45660,1810,2475,2670,45681,0.186666667,2670,TRUE,1.475138122,1.475138122
20049371,242 S Keystone St,Burbank,91506,Los Angeles County,,https://www.zillow.com/homedetails/20049371_zpid/,SingleFamily,FOR_RENT,34.161766,-118.32468,,FALSE,3965,fmr,0,,2710,4336,5250,45708,0,5250,TRUE,1.937269373,1.937269373
443832538,1200 Riverside Dr #147,Burbank,91506,Los Angeles County,Rancho,https://www.zillow.com/homedetails/443832538_zpid/,Apartment,FOR_RENT,34.158596,-118.31267,,FALSE,,tenpercent,1985,45660,1920,2183.5,2190,45680,0.103274559,2025,TRUE,1.140625,1.0546875
20030481,11006 Wrightwood Pl,Studio City,91604,Los Angeles County,Studio City,https://www.zillow.com/homedetails/20030481_zpid/,SingleFamily,FOR_RENT,34.13747,-118.37028,,FALSE,7749,fmr,0,,4380,7008,7250,45708,0,7250,TRUE,1.655251142,1.655251142
447567756,8203 Laurel Canyon Blvd,North Hollywood,91605,Los Angeles County,North Hollywood,https://www.zillow.com/homedetails/447567756_zpid/,SingleFamily,FOR_RENT,34.21967,-118.39652,,FALSE,,fmr,0,,3100,4960,7000,45708,0,7000,TRUE,2.258064516,2.258064516
20040085,6406 Riverton Ave,North Hollywood,91606,Los Angeles County,North Hollywood,https://www.zillow.com/homedetails/20040085_zpid/,Townhouse,FOR_RENT,34.18707,-118.36563,,FALSE,3931,tenpercent,3950,45653,3470,4345,4500,45705,0.139240506,3800,TRUE,1.296829971,1.095100865
443704192,12629 Riverside Dr #P2-516,Valley Village,91607,Los Angeles County,Valley Village,https://www.zillow.com/homedetails/443704192_zpid/,Apartment,FOR_RENT,34.157925,-118.409096,,FALSE,,tenpercent,2652,45658,2270,2917.2,2954,45708,0.11387632,2954,TRUE,1.301321586,1.301321586
20084664,11885 Wheeler Ave,Sylmar,91342,Los Angeles County,Lakeview Terrace,https://www.zillow.com/homedetails/20084664_zpid/,SingleFamily,FOR_RENT,34.28636,-118.39871,,FALSE,4532,fmr,0,,3370,5392,7000,45681,0,7000,TRUE,2.077151335,2.077151335
19907212,8225 Quartz Ave,Winnetka,91306,Los Angeles County,Winnetka,https://www.zillow.com/homedetails/19907212_zpid/,SingleFamily,FOR_RENT,34.218746,-118.5648,,FALSE,2458,tenpercent,2450,45619,1870,2695,3295,45682,0.344897959,3295,TRUE,1.762032086,1.762032086
19903033,7801 White Oak Ave,Reseda,91335,Los Angeles County,Reseda,https://www.zillow.com/homedetails/19903033_zpid/,SingleFamily,FOR_RENT,34.212196,-118.51897,,FALSE,4370,tenpercent,5450,45511,3340,5995,7450,45667,0.366972477,5875,TRUE,2.230538922,1.758982036
19903075,8151 Darby Ave,Reseda,91335,Los Angeles County,Reseda,https://www.zillow.com/homedetails/19903075_zpid/,Apartment,FOR_RENT,34.218933,-118.53368,,FALSE,1739,tenpercent,1800,45541,1860,1980,2000,45682,0.111111111,1900,TRUE,1.075268817,1.021505376
19943730,22285 Ybarra Rd,Woodland Hills,91364,Los Angeles County,Woodland Hills,https://www.zillow.com/homedetails/19943730_zpid/,SingleFamily,FOR_RENT,34.153534,-118.612404,,FALSE,4742,tenpercent,5000,45324,3940,5500,5750,45681,0.15,5750,TRUE,1.459390863,1.459390863
19944453,21908 Providencia St,Woodland Hills,91364,Los Angeles County,Woodland Hills,https://www.zillow.com/homedetails/19944453_zpid/,SingleFamily,FOR_RENT,34.15748,-118.60481,,FALSE,5123,fmr,0,,5550,8880,15000,45682,0,15000,TRUE,2.702702703,2.702702703
19993084,16668 Calneva Dr,Encino,91436,Los Angeles County,Encino,https://www.zillow.com/homedetails/19993084_zpid/,SingleFamily,FOR_RENT,34.13638,-118.49647,,FALSE,18248,fmr,0,,6382.5,10212,32900,45681,0,32900,TRUE,5.154719937,5.154719937
402564292,5727 Canoga Ave #3B-2BA-1157SQFT,Woodland Hills,91367,Los Angeles County,Woodland Hills,https://www.zillow.com/homedetails/402564292_zpid/,Apartment,FOR_RENT,34.17523,-118.59775,,FALSE,,tenpercent,2963,45659,4900,3259.3,3435,45709,0.159298009,3435,TRUE,0.701020408,0.701020408
21638249,1155 Englewild Dr,Glendora,91741,Los Angeles County,,https://www.zillow.com/homedetails/21638249_zpid/,SingleFamily,FOR_RENT,34.15676,-117.84906,,FALSE,6272,tenpercent,9000,44147,6206,9900,20999,45681,1.333222222,20999,TRUE,3.383660973,3.383660973
20032611,3160 Coldwater Canyon Ave,Studio City,91604,Los Angeles County,Studio City,https://www.zillow.com/homedetails/20032611_zpid/,SingleFamily,FOR_RENT,34.132122,-118.40769,,FALSE,7450,fmr,0,,6318,10108.8,95000,45681,0,95000,TRUE,15.03640393,15.03640393
2057601307,12304 Moorpark St #101,Studio City,91604,Los Angeles County,Studio City,https://www.zillow.com/homedetails/2057601307_zpid/,Townhouse,FOR_RENT,34.15019,-118.40107,,FALSE,5667,fmr,0,,4380,7008,8995,45682,0,8995,TRUE,2.053652968,2.053652968
2076953971,5708 Temple City Blvd #A,Temple City,91780,Los Angeles County,,https://www.zillow.com/homedetails/2076953971_zpid/,Apartment,FOR_RENT,34.10349,-118.05982,,FALSE,2020,tenpercent,1895,45657,2640,2084.5,2100,45728,0.10817942,2100,TRUE,0.795454545,0.795454545
446243273,5042 Laurel Canyon Blvd #2,Valley Village,91607,Los Angeles County,Valley Village,https://www.zillow.com/homedetails/446243273_zpid/,Townhouse,FOR_RENT,34.16248,-118.39629,,FALSE,,fmr,0,,2860,4576,5250,45682,0,5250,TRUE,1.835664336,1.835664336
21621648,3836 Temple City Blvd,Rosemead,91770,Los Angeles County,,https://www.zillow.com/homedetails/21621648_zpid/,Townhouse,FOR_RENT,34.079468,-118.05826,,FALSE,3902,fmr,0,,3240,5184,5200,45682,0,5200,TRUE,1.604938272,1.604938272
2076887956,7427 Berne St,Rosemead,91770,Los Angeles County,,https://www.zillow.com/homedetails/2076887956_zpid/,SingleFamily,FOR_RENT,34.047592,-118.10391,,FALSE,4101,tenpercent,3100,45379,3240,3410,3800,45682,0.225806452,3800,TRUE,1.172839506,1.172839506
446257013,(Undisclosed Address),Rosemead,91770,Los Angeles County,,https://www.zillow.com/homedetails/446257013_zpid/,SingleFamily,FOR_RENT,,,,TRUE,,fmr,0,,3240,5184,13500,45682,0,13500,TRUE,4.166666667,4.166666667
20725499,1119 S Charlotte Ave,San Gabriel,91776,Los Angeles County,,https://www.zillow.com/homedetails/20725499_zpid/,SingleFamily,FOR_RENT,34.087353,-118.088715,,FALSE,4819,fmr,0,,3921.5,6274.4,7500,45682,0,7500,TRUE,1.912533469,1.912533469
20683004,3201 Muscatel Ave,Rosemead,91770,Los Angeles County,,https://www.zillow.com/homedetails/20683004_zpid/,SingleFamily,FOR_RENT,34.066525,-118.07754,,FALSE,7163,fmr,0,,3726,5961.6,6750,45707,0,6750,TRUE,1.811594203,1.811594203
302797900,2608 W James M Wood Blvd,Los Angeles,90006,Los Angeles County,Koreatown,https://www.zillow.com/homedetails/302797900_zpid/,Townhouse,FOR_RENT,34.055763,-118.284584,,FALSE,4996,fmr,0,,2940,4704,4750,45681,0,4750,TRUE,1.615646259,1.615646259
2088204455,88 S Garfield Ave UNIT 204,Alhambra,91801,Los Angeles County,,https://www.zillow.com/homedetails/2088204455_zpid/,Apartment,FOR_RENT,34.094048,-118.12477,,FALSE,2964,fmr,0,,1990,3184,3266,45708,0,3266,TRUE,1.64120603,1.64120603
20464168,12426 Idaho Ave,Los Angeles,90025,Los Angeles County,Sawtelle,https://www.zillow.com/homedetails/20464168_zpid/,SingleFamily,FOR_RENT,34.035866,-118.46423,,FALSE,6815,tenpercent,14500,45652,4920,15950,16500,45666,0.137931034,16000,TRUE,3.353658537,3.25203252
20465897,1702 Granville Ave,Los Angeles,90025,Los Angeles County,Sawtelle,https://www.zillow.com/homedetails/20465897_zpid/,SingleFamily,FOR_RENT,34.04022,-118.45563,,FALSE,6766,fmr,0,,4920,7872,14950,45681,0,14950,TRUE,3.038617886,3.038617886
20502766,2039 Veteran Ave,Los Angeles,90025,Los Angeles County,West Los Angeles,https://www.zillow.com/homedetails/20502766_zpid/,SingleFamily,FOR_RENT,34.04395,-118.43626,,FALSE,7962,tenpercent,6750,45236,5450,7425,7500,45682,0.111111111,7500,TRUE,1.376146789,1.376146789
446285001,10310 Santa Monica Blvd #PENTHOUSE 705,Los Angeles,90025,Los Angeles County,Century City,https://www.zillow.com/homedetails/446285001_zpid/,Apartment,FOR_RENT,34.05847,-118.42203,,FALSE,,fmr,0,,3870,6192,8891,45682,0,8891,TRUE,2.297416021,2.297416021
2064734572,5115 Wilshire Blvd #27F065286,Los Angeles,90036,Los Angeles County,Mid Wilshire,https://www.zillow.com/homedetails/2064734572_zpid/,Apartment,FOR_RENT,34.06266,-118.34127,,FALSE,2739,tenpercent,3176,45610,3890,3493.6,3536,45682,0.113350126,3536,TRUE,0.908997429,0.908997429
20048155,1302 N Keystone St,Burbank,91506,Los Angeles County,,https://www.zillow.com/homedetails/20048155_zpid/,SingleFamily,FOR_RENT,34.18283,-118.33333,,FALSE,5031,fmr,0,,3820,6112,6500,45686,0,6500,TRUE,1.701570681,1.701570681
20010002,6220 Simpson Ave,North Hollywood,91606,Los Angeles County,North Hollywood,https://www.zillow.com/homedetails/20010002_zpid/,SingleFamily,FOR_RENT,34.183605,-118.38856,,FALSE,3742,fmr,0,,3130,5008,5100,45687,0,5100,TRUE,1.629392971,1.629392971
2060217727,(Undisclosed Address),Los Angeles,90046,Los Angeles County,Mid City West,https://www.zillow.com/homedetails/2060217727_zpid/,SingleFamily,FOR_RENT,,,,TRUE,5947,fmr,0,,4520,7232,7950,45688,0,7950,TRUE,1.758849558,1.758849558
343595283,2210 Clyde Ave #A,Los Angeles,90016,Los Angeles County,Mid City,https://www.zillow.com/homedetails/343595283_zpid/,Apartment,FOR_RENT,34.03762,-118.36492,,FALSE,2492,tenpercent,3599,45355,3020,3958.9,3975,45687,0.104473465,3975,TRUE,1.316225166,1.316225166
2084335138,877 Francisco St APT 819,Los Angeles,90017,Los Angeles County,Downtown,https://www.zillow.com/homedetails/2084335138_zpid/,Apartment,FOR_RENT,34.048454,-118.26347,,FALSE,2433,fmr,0,,1990,3184,3500,45687,0,3500,TRUE,1.75879397,1.75879397
446679151,1476 W 35th St #1482-1,Los Angeles,90018,Los Angeles County,South Los Angeles,https://www.zillow.com/homedetails/446679151_zpid/,Apartment,FOR_RENT,34.024406,-118.302574,,FALSE,,tenpercent,958,45630,1810,1053.8,1248,45686,0.302713987,1248,TRUE,0.689502762,0.689502762
2061444488,1050 S Orange Grove Ave,Los Angeles,90019,Los Angeles County,Mid City,https://www.zillow.com/homedetails/2061444488_zpid/,Apartment,FOR_RENT,34.056297,-118.36328,,FALSE,2533,fmr,0,,2540,4064,4400,45686,0,4400,TRUE,1.732283465,1.732283465
446413983,4985 W 3rd St,Los Angeles,90020,Los Angeles County,Mid Wilshire,https://www.zillow.com/homedetails/446413983_zpid/,SingleFamily,FOR_RENT,34.06892,-118.3352,,FALSE,,fmr,0,,2670,4272,4900,45687,0,4900,TRUE,1.835205993,1.835205993
2077074088,1111 Echo Park Ave #403,Los Angeles,90026,Los Angeles County,Echo Park,https://www.zillow.com/homedetails/2077074088_zpid/,Apartment,FOR_RENT,34.075233,-118.25854,,FALSE,3351,fmr,0,,1970,3152,3795,45686,0,3650,TRUE,1.926395939,1.852791878
446706434,1459 Morton Pl,Los Angeles,90026,Los Angeles County,Echo Park,https://www.zillow.com/homedetails/446706434_zpid/,SingleFamily,FOR_RENT,34.082867,-118.250206,,FALSE,,fmr,0,,2480,3968,4700,45686,0,4700,TRUE,1.89516129,1.89516129
2053207532,4373 Sunset Dr,Los Angeles,90027,Los Angeles County,Los Feliz,https://www.zillow.com/homedetails/2053207532_zpid/,Apartment,FOR_RENT,34.09817,-118.28487,,FALSE,3971,tenpercent,1250,45308,2110,1375,1550,45686,0.24,1550,TRUE,0.734597156,0.734597156
20811331,2046 Sanborn Ave,Los Angeles,90027,Los Angeles County,Los Feliz,https://www.zillow.com/homedetails/20811331_zpid/,SingleFamily,FOR_RENT,34.10488,-118.27835,,FALSE,7722,fmr,0,,3790,6064,9075,45686,0,9075,TRUE,2.394459103,2.394459103
2070022076,6250 Hollywood Blvd UNIT 4J,Los Angeles,90028,Los Angeles County,Hollywood,https://www.zillow.com/homedetails/2070022076_zpid/,Condo,FOR_RENT,34.1002,-118.32595,,FALSE,2986,fmr,0,,2170,3472,4700,45686,0,4700,TRUE,2.165898618,2.165898618
20289147,1138 W Avenue J15,Lancaster,93534,Los Angeles County,Low Tree,https://www.zillow.com/homedetails/20289147_zpid/,Apartment,FOR_RENT,34.67555,-118.15155,,FALSE,1460,fmr,0,,1810,2896,2900,45708,0,1450,TRUE,1.602209945,0.801104972
20566225,4915 Parkglen Ave,Los Angeles,90043,Los Angeles County,,https://www.zillow.com/homedetails/20566225_zpid/,SingleFamily,FOR_RENT,33.99896,-118.3522,,FALSE,8301,fmr,0,,3726,5961.6,7200,45686,0,7200,TRUE,1.93236715,1.93236715
2069715941,7141 Santa Monica Blvd #10514871,Los Angeles,90046,Los Angeles County,,https://www.zillow.com/homedetails/2069715941_zpid/,Apartment,FOR_RENT,34.09092,-118.34588,,FALSE,4050,fmr,0,,3210,5136,5399,45687,0,5399,TRUE,1.681931464,1.681931464
336331480,1973 Carmen Ave,Los Angeles,90068,Los Angeles County,Hollywood Hills,https://www.zillow.com/homedetails/336331480_zpid/,SingleFamily,FOR_RENT,34.107327,-118.32325,,FALSE,7722,fmr,0,,4650,7440,18995,45688,0,18995,TRUE,4.084946237,4.084946237
20558310,3114 Elvido Dr,Los Angeles,90049,Los Angeles County,Brentwood,https://www.zillow.com/homedetails/20558310_zpid/,SingleFamily,FOR_RENT,34.12892,-118.4892,,FALSE,24911,fmr,0,,6382.5,10212,45000,45686,0,45000,TRUE,7.05052879,7.05052879
20991091,749 E 136th St,Los Angeles,90059,Los Angeles County,,https://www.zillow.com/homedetails/20991091_zpid/,SingleFamily,FOR_RENT,33.908474,-118.261475,,FALSE,2945,fmr,0,,2290,3664,5000,45686,0,5000,TRUE,2.183406114,2.183406114
20530493,1618 Stradella Rd,Los Angeles,90077,Los Angeles County,Bel Air,https://www.zillow.com/homedetails/20530493_zpid/,SingleFamily,FOR_RENT,34.10063,-118.459656,,FALSE,15634,fmr,0,,7215,11544,30000,45686,0,30000,TRUE,4.158004158,4.158004158
20519280,611 N Alta Dr,Beverly Hills,90210,Los Angeles County,The Flats,https://www.zillow.com/homedetails/20519280_zpid/,SingleFamily,FOR_RENT,34.082657,-118.394226,,FALSE,6605,fmr,0,,8047.5,12876,104500,45687,0,104000,TRUE,12.98539919,12.9232681
20520639,109 N Maple Dr,Beverly Hills,90210,Los Angeles County,North Doheny,https://www.zillow.com/homedetails/20520639_zpid/,SingleFamily,FOR_RENT,34.06788,-118.393814,,FALSE,8616,tenpercent,11800,45329,5550,12980,14500,45686,0.228813559,14500,TRUE,2.612612613,2.612612613
20523739,1481 Benedict Canyon Dr,Beverly Hills,90210,Los Angeles County,Beverly Crest,https://www.zillow.com/homedetails/20523739_zpid/,SingleFamily,FOR_RENT,34.098232,-118.43114,,FALSE,7695,fmr,0,,5010,8016,15000,45686,0,15000,TRUE,2.994011976,2.994011976
20554654,6405 Sycamore Meadows Dr,Malibu,90265,Los Angeles County,Sycamore Park,https://www.zillow.com/homedetails/20554654_zpid/,SingleFamily,FOR_RENT,34.02898,-118.76688,,FALSE,16212,tenpercent,9950,45630,5570,10945,11400,45686,0.145728643,11400,TRUE,2.046678636,2.046678636
20555418,27349 Old Chimney Rd,Malibu,90265,Los Angeles County,,https://www.zillow.com/homedetails/20555418_zpid/,SingleFamily,FOR_RENT,34.051632,-118.78234,,FALSE,16000,fmr,0,,5010,8016,15000,45687,0,15000,TRUE,2.994011976,2.994011976
20420310,3420 Alma Ave,Manhattan Beach,90266,Los Angeles County,,https://www.zillow.com/homedetails/20420310_zpid/,SingleFamily,FOR_RENT,33.899918,-118.41614,,FALSE,7046,fmr,0,,5010,8016,18500,45700,0,18500,TRUE,3.69261477,3.69261477
2058819038,933 W Venice Blvd APT 11,Venice,90291,Los Angeles County,Venice,https://www.zillow.com/homedetails/2058819038_zpid/,Apartment,FOR_RENT,33.993835,-118.45359,,FALSE,2156,tenpercent,1695,45288,2790,1864.5,1925,45687,0.135693215,1925,TRUE,0.689964158,0.689964158
2111996554,610 Harbor St,Venice,90291,Los Angeles County,Venice,https://www.zillow.com/homedetails/2111996554_zpid/,SingleFamily,FOR_RENT,33.98469,-118.46004,,FALSE,7395,tenpercent,9700,45321,3940,10670,11950,45686,0.231958763,11950,TRUE,3.032994924,3.032994924
2092335912,2928 Leeward Ave,Los Angeles,90005,Los Angeles County,Koreatown,https://www.zillow.com/homedetails/2092335912_zpid/,Apartment,FOR_RENT,34.058582,-118.28756,,FALSE,1647,tenpercent,1645,45548,2740,1809.5,2025,45709,0.23100304,2025,TRUE,0.739051095,0.739051095
20342095,2409 W 112th St,Inglewood,90303,Los Angeles County,,https://www.zillow.com/homedetails/20342095_zpid/,SingleFamily,FOR_RENT,33.93283,-118.320305,,FALSE,4712,fmr,0,,2940,4704,5000,45686,0,5000,TRUE,1.700680272,1.700680272
